provider_id,value
60028,  .953052
60030,  .976289
60031, 1.017820
60032,  .968962
60034, 1.026441
60036,  .834459
60043,
60044,  .983738
60049,  .907108
60054,  .942141
60064,  .932536
60065,  .997384
60071,  .919029
60075, 1.005090
60076,  .949325
60096,  .910731
60100, 1.039758
60103,  .966420
60104,  .918076
60107,
60112,  .979748
60113, 1.001625
60114, 1.003885
60116,  .959621
60117,  .934079
60118,  .916256
60119, 1.003960
60125,  .959248
60126,  .863646
70002, 1.039586
70004,  .923876
70005, 1.014117
70007, 1.038096
70008, 1.042596
70010, 1.023211
70012,  .957943
70016, 1.024759
70018, 1.001311
70019, 1.021900
70020,  .988839
70022, 1.014935
70024,  .995510
70025,  .997470
70028, 1.057938
70029, 1.039575
70033, 1.031115
70034, 1.008617
70035, 1.003092
70039, 1.015493
80001,  .993887
80003, 1.064556
80004, 1.020733
80007,  .959326
80009, 1.000174
90001,  .985191
90004, 1.004618
40011,  .809774
40014,  .984856
40015, 1.084873
40016,  .979515
40017,  .909518
40018,  .927638
40019,  .897742
40020, 1.009808
40022,  .983635
40026,  .987728
40027,  .967081
40029,  .988267
40036, 1.004325
40039, 1.009882
40041, 1.023663
40047,  .962311
40050, 1.025292
40051,  .914407
40055, 1.052904
40062, 1.040287
40067, 1.087298
40069,  .845711
40071, 1.071935
40072,  .948039
40074, 1.048631
40076,  .958134
40078, 1.021216
40084,  .964374
40085,  .806978
40088, 1.079038
40114,  .994010
40118, 1.000271
40119,  .985006
40134,  .905747
40137, 1.081740
40147,  .896600
40152, 1.023642
40153, 1.002250
50002, 1.067384
50006,  .888708
50007,  .910869
50008,  .972785
50009,  .908557
50013,  .932893
50014,  .923768
50017,  .944696
50018, 1.206288
50022, 1.051389
50024, 1.095873
50025, 1.005296
50026,  .987951
50028,  .860757
50030,  .819999
50036, 1.044037
50038,  .964258
50039,  .982981
50040,  .884440
50042,  .866719
50043, 1.026734
50045,  .967308
50047,  .932725
50054, 1.067507
50055,  .899225
50057,  .976795
50058, 1.067499
50063, 1.102903
50067,  .980896
50069, 1.004165
50071,  .866294
50072,  .737237
50073,  .802200
50076,  .774099
50077, 1.039875
50082, 1.020321
50084,  .985861
50089, 1.081993
50091, 1.007843
50093,  .986963
50099, 1.009568
50100,  .994938
50101, 1.035851
50103, 1.021810
50104, 1.090519
50107,  .930164
50110,  .922460
50112,  .996186
50115, 1.015499
50116, 1.035081
50118,  .974361
50122, 1.009083
50124, 1.068053
50125,  .974558
50127,  .936827
50128,  .989811
50131,  .952315
50132, 1.195537
50133,  .921853
50136,  .954302
50137,  .866371
50139,  .924944
50140,  .887159
50145,  .938316
50150,  .921271
50152, 1.030577
50153,  .998178
50159,  .982095
50167,  .981296
50169, 1.020832
50174,  .961296
50179,  .973770
50189,  .855856
50191, 1.168319
50194,  .930949
50195,  .936012
50204, 1.015181
50205, 1.489152
50211, 1.040135
50224,  .989846
50225,  .860699
50228,  .947245
50230, 1.076698
50231, 1.012939
190313, 1.084663
200001,  .984311
200008,  .980563
200009, 1.003839
200018,  .892070
200020,  .972019
200021,  .888958
200031,  .884586
200033, 1.029237
200034,  .994152
200039,  .954216
200041,  .992408
200052,  .849516
200063,  .913563
220001,  .987565
220008, 1.051078
220010, 1.061730
220011, 1.010491
220015, 1.013552
220016,  .896957
220019, 1.011119
220020, 1.021381
220024,  .990821
220030, 1.040763
220031,  .995913
220033,  .997617
220036, 1.048615
220046, 1.011113
220050, 1.027088
220052, 1.003294
220058, 1.071460
220062,  .843272
220063,  .988978
220066, 1.043830
220070, 1.052597
220071, 1.029682
220074, 1.032281
220075,  .967478
220077, 1.024174
220083,  .985916
220084,  .945648
220088, 1.013814
220090, 1.002891
220095, 1.028498
220100, 1.004004
220101,  .961748
220108,  .963632
220110, 1.031983
220111, 1.046421
220119,  .971765
220126, 1.015827
220135, 1.007133
220171,  .999034
220175, 1.021499
220177,  .798782
230002,  .992502
230003,  .898091
230013,  .948522
230015,  .976584
230019,  .976819
230020, 1.055610
230021,  .954644
230024, 1.015580
250057,  .989875
250058,  .906855
250060,  .981478
250061,  .825999
250067,  .998080
250069, 1.200540
250072, 1.048561
250077,  .939657
250078,  .985929
250079,  .849429
250081,
250082, 1.066713
250084, 1.159022
250085, 1.001184
250093,  .979004
250094, 1.008301
250095,  .919182
250096,  .986306
250097,  .982993
250099, 1.015952
250100,  .991337
250102, 1.022509
250104, 1.072241
250117,  .979080
250123, 1.036777
250124, 1.014466
250126,  .933584
250127,
250128, 1.033339
250134,
250136,
250138, 1.006228
250141, 1.006162
250151, 1.043096
250162,  .970694
250167,  .951801
250168,  .995462
260001,  .970596
260004,  .847301
260005,  .981666
260006,  .949510
260009,  .844807
260011,  .929936
260015, 1.007551
260017,  .960917
260020,  .976933
260022,  .934816
260023,  .977109
260024,  .866922
260025,  .919049
260027,  .999915
260032,  .991006
260034,  .828475
260040,  .949821
260047,  .952710
260048,  .877666
260050,  .874342
260052,  .917247
260057,  .971669
260059,  .849330
260061,  .934177
260062,  .972984
260064,  .949522
260068,  .989377
260070,  .934590
260074,  .945499
260078,  .912572
260080, 1.086155
260081,  .919865
260091,  .994128
260094,  .964665
260096,  .983723
260097,  .865793
260102,  .863719
260105, 1.052126
260108,  .977421
260113,  .951940
260119,  .980892
260137,  .976865
260141, 1.007306
260142,  .884975
260160,  .990443
260163,  .955937
260175,  .947714
260177, 1.012589
260179,  .950299
260180, 1.013996
260186,  .896486
260190,  .941475
260193,  .920632
260195,  .938364
260200,  .973494
260209,  .955993
260210,  .983518
260214,  .951066
260216,  .964289
260219,  .942431
260227,  .957913
270004,  .943462
270012,  .981447
270014,  .908746
270023,  .917636
270032,  .770428
270051,  .934925
270057,  .918236
270074,  .833925
270087,  .953884
280003, 1.009892
280009, 1.021528
280020,  .982488
280023,  .991324
280032, 1.009663
280040, 1.039531
280060, 1.036114
280065,  .935631
280077, 1.034663
280081, 1.039389
280111,  .982982
280125, 1.021416
280128, 1.006127
280129,  .919793
280130, 1.024018
280132,  .962057
280133,  .916767
290001, 1.009716
290003, 1.165176
290006,  .870124
290007, 1.081029
290008,  .904573
290012, 1.160442
290019,  .955868
290021, 1.118029
290022, 1.137223
290032,  .957712
290039, 1.093418
290041, 1.133578
290045, 1.107985
290046, 1.143257
290047, 1.068777
290049,  .889444
290053, 1.112172
290054, 1.075159
300001,  .986178
300003, 1.022170
300005, 1.021932
300011, 1.029343
300012, 1.014281
300014,  .988392
300017, 1.063087
300018, 1.019240
300019,  .968886
300020, 1.002883
300023,  .992944
300029, 1.000870
300034,  .991510
310001, 1.100275
310002, 1.067440
310003, 1.032204
310005, 1.033101
310006, 1.040692
310008, 1.077800
310009, 1.123439
310010, 1.058782
310011,  .996642
310012, 1.089668
310014, 1.054205
310015, 1.049300
310016, 1.108547
310017, 1.096932
310019, 1.090649
310021, 1.114074
310022, 1.034495
310024, 1.107361
310025, 1.048334
310027, 1.155812
310028, 1.038498
310029, 1.023181
310031, 1.028667
310032, 1.046981
310034, 1.029651
310038, 1.070317
330185, 1.035293
330188,  .940952
330191,  .989680
330193, 1.122588
330194, 1.035851
330195, 1.018259
330196, 1.088544
330197,  .813542
330198, 1.030964
330199,  .890176
330201, 1.131019
330202,  .890149
330203,  .959239
330204,  .919747
330205, 1.034707
330208, 1.014214
330211,  .861915
330214, 1.013225
330215,  .962605
330218, 1.013234
330219,  .997867
330221, 1.001314
330223,  .798143
330224,  .866920
330226,  .910829
330231,  .908018
330232,  .945201
330234, 1.095559
330235,  .922277
330236, 1.012216
330239,  .956975
330240,  .986896
330245, 1.012190
330246, 1.032614
330250,  .927324
330261, 1.016977
330264, 1.014173
330265,  .825351
330268,  .866761
330270, 1.003534
330276,  .948233
330277,  .910865
330279,  .997414
330286, 1.063916
330304, 1.055910
330307,  .897730
330331, 1.048945
330332, 1.088688
330350,  .955377
330372, 1.031040
330386,  .984179
330393,  .983226
330395, 1.067151
330396,  .940396
330397, 1.058989
330401, 1.091499
330403,
330406,  .839342
340001,  .993328
340002,  .995920
340003,  .893232
340004, 1.005086
340008,  .886657
340013,  .963029
340014,  .974827
340016,  .949415
340017,  .961630
340020,  .923967
340023, 1.007930
340024,  .859472
340028,  .950653
340030,  .967931
340032,  .945520
340039,  .942108
340040,  .983889
340041, 1.046675
340047,  .989371
340049,  .835963
340051,  .932969
340053,  .991708
340060,  .973231
340064, 1.011754
340068,  .940050
340069, 1.015774
340071,  .916471
340073,  .992803
340084,  .824828
230029,  .999758
230030,  .992945
230031,  .945283
230035,  .890676
230036, 1.004938
230037,  .980558
230038,  .964804
230040,  .882658
230041, 1.026325
230046, 1.007247
230047, 1.021396
230053, 1.028011
230054, 1.019952
230055,  .943771
230058,  .890899
230059,  .951999
230066,  .959091
230069,  .935565
230070, 1.001557
230071, 1.070593
230072,  .909541
230075,  .993074
230077, 1.015249
230078,  .961519
230080,  .921930
230081,  .881467
230085,  .903351
230089,  .942258
230092,  .936820
230093,  .890889
230095,  .951825
230096,  .937538
230097,  .900059
230099,  .993349
230100,  .927149
230104, 1.011607
230105,  .947680
230108,  .912850
230110,  .898138
230117,  .950492
230118,  .884378
230121,  .926557
230130,  .993987
230132,  .969554
230133,  .840302
230141,  .985972
230142, 1.059249
230144, 1.100985
230146, 1.055552
230151, 1.041716
230156,  .968330
230165, 1.000000
230167,  .937558
230174,  .961984
230176, 1.030725
230180,  .817081
230193,  .929272
230195, 1.037621
230197,  .956657
230207, 1.006846
230208,  .960974
230216,  .952843
230217,  .887112
230222,  .900957
230230,  .954166
230236,  .943566
230239,  .904525
230244, 1.021486
230254, 1.058042
230264,
230269,  .996784
230270, 1.096224
230275,  .897441
230277,  .994563
230279,  .637569
230301, 1.199028
230302,  .998161
240001,  .946061
240002,  .966850
240004,  .933731
240010,  .956641
240014,  .804961
240019, 1.001658
240020,  .819212
240022,  .907013
240036,  .957683
240038,  .949450
240040,  .978363
240044,  .873505
240047, 1.004274
240052,  .917717
240053,  .909315
240056,  .950387
240059,  .855485
240063,  .940651
240066,  .854589
240069,  .824167
240071,  .904416
240076,  .918325
240078,  .933101
240080,  .984731
240088,  .904670
240093,  .944431
240101,  .850263
240104,  .853841
240106,  .962935
240132,  .901792
240141,  .903157
240187,  .972364
240196,
240206,
240210,  .953328
240213,  .903297
240214,  .831493
250002,  .964765
250004, 1.011930
250007,  .976617
250009,  .964408
250012, 1.050514
250019, 1.040135
250020,  .953527
250027,  .852566
250031, 1.077024
250036, 1.000474
250038,  .920997
250040,  .980781
250043,  .883895
250044,  .897351
250049,  .878846
250050, 1.022009
110051,  .898290
110054, 1.021393
110064, 1.042118
110069,  .984878
110071,  .893667
110073,  .995905
110074,  .946544
110075, 1.037245
110076, 1.031503
110078,  .949232
110079,  .965812
110082,  .944084
110083,  .948919
110086,  .729223
110087,  .977383
110089,  .898859
110091,  .993717
110092, 1.010947
110095,  .919543
110100,  .775576
110101,  .791623
110104,  .835169
110105,  .974063
110107, 1.010434
110109,  .865065
110111,  .879865
110113,  .826035
110115, 1.041351
110121,  .858383
110122,  .995404
110124,  .994988
110125,  .938274
110128,  .969623
110129, 1.014722
110130,  .818132
110132,  .859440
110135, 1.009100
110142,  .798526
110143, 1.003380
110146,  .959774
110150,  .907903
110153,  .852695
110161,  .969140
110164,  .967392
110165,  .998664
110168,  .907911
110177,  .983477
110184,  .936844
110187,  .935870
110189,  .913667
110190,
110191,  .975709
110192, 1.015717
110194,  .715175
110198, 1.033242
110200,  .981660
110201, 1.027158
110205, 1.031315
110209, 1.289005
110215,  .949667
110225,  .880393
110226,  .944108
110229,  .929986
110230,  .920760
110234, 1.052968
120001,  .907327
120002,  .858150
120005,  .885986
120006,  .862902
120007,  .946530
120014,  .865932
120019,  .872702
120026,  .935889
120028,  .874122
130002,  .954236
130006,  .935208
130007,  .965915
130013,  .931560
130018, 1.008708
130025,  .995880
130049, 1.020847
130063,  .838797
130065,  .956760
130067,
140001,  .938174
140007, 1.069778
140008, 1.072722
140010, 1.044741
140012,  .931380
140013,  .970896
140015,  .967933
140019, 1.067602
140029, 1.048080
140032,  .956045
140033,
140034,  .964461
140043,  .958621
140046, 1.001934
140049,  .974094
140052,  .979155
140053, 1.005109
140058,  .934191
140059, 1.050526
140062,  .998293
140064, 1.031359
140065, 1.079690
140068, 1.000139
140077,  .954256
140080, 1.045430
140083, 1.074454
140084, 1.029106
140089,  .968488
140091, 1.003039
140093,  .978162
140100,  .950922
140101,  .994475
140103, 1.030561
140113,  .948883
140114, 1.023430
140116, 1.031771
140117, 1.158953
140118, 1.030218
140120,  .989103
140122, 1.073960
140124,  .819622
140127,  .956305
140130,  .986154
140135,  .981194
140137, 1.008961
140143,  .995465
140147,  .960001
140148,  .982863
140150, 1.005499
140155,  .933621
140158, 1.018666
140160,  .990784
140161,  .874310
140162,  .902428
140164, 1.024477
140166,  .962918
140167,  .937863
140172, 1.007733
140174,  .968001
140176, 1.016493
140177, 1.056210
140179,  .998842
140180, 1.000430
140181, 1.007887
310039, 1.120860
310040, 1.108852
310041, 1.097974
310044, 1.032565
310045, 1.062749
310047, 1.009308
310048, 1.074574
310050, 1.079632
310051, 1.039668
310052, 1.097515
310054, 1.077941
310057, 1.027826
310060,  .934154
310061, 1.038403
310064, 1.009273
310070, 1.072099
310073, 1.036777
310075, 1.114553
310076, 1.072705
310081, 1.034663
310084, 1.140075
310086, 1.031938
310091, 1.057339
310096, 1.044790
310108, 1.117774
310111, 1.086186
310112, 1.081815
310113, 1.010784
310118, 1.131658
310119, 1.100837
320001, 1.019164
320002,  .941402
320003,  .869857
320005,  .952916
320006,  .909500
320009,  .978462
320013,  .902395
320016,  .920644
320018, 1.042437
320021,  .949217
320022,  .921113
320033,  .853301
320038,  .814452
320057,
320059,  .756370
320060,  .756065
320061,  .785180
320062,  .653676
320063,  .880279
320065,  .907341
320070,  .643695
320074,  .855161
320085, 1.018315
320086,  .993147
320089,  .976624
330004, 1.001406
330005,  .968287
330006, 1.034466
330009,  .932509
330011,  .914159
330014, 1.029839
330019, 1.021828
330023,  .973878
330027,  .979900
330028, 1.018373
330033,  .931672
330043, 1.072565
330044, 1.019414
330046,  .958491
330047,  .934316
330049,  .962552
330056, 1.043908
330057,  .940523
330059,  .961462
330061, 1.059215
330065,  .923154
330074,  .872702
330078, 1.006537
330080, 1.033367
330084,  .765509
330085,  .873065
330086, 1.133555
330088,  .972953
330090,  .949082
330094, 1.017358
330096,  .889327
330100,
330101,  .978553
330102,  .990440
330103,  .986558
330104, 1.078786
330106,  .997986
330107, 1.027680
330108,  .953504
330111,  .981935
330115,  .899664
330119,  .992463
330125,  .922263
330126, 1.077030
330127,  .996551
330128, 1.017116
330132,  .955111
330135,  .918585
330136,  .958086
330140,  .959021
330141, 1.075031
330144,  .814254
330151,  .836635
330153,  .953049
330157,  .939648
330158, 1.048960
330160, 1.033848
330162,  .971978
330163,  .949982
330164,  .935333
330166,
330167, 1.017757
330169, 1.030322
330175,  .880805
330180,  .969116
330181, 1.101265
330182, 1.019334
330184,  .999850
30013,  .988677
30014,  .969923
30022,  .935944
30023,  .945999
30024,  .987512
30033,  .927522
30036,  .993503
30037,  .960232
30043,  .964913
30055,  .911304
30062,  .899589
30064,  .977753
30065,  .975616
30069,  .899648
30071,  .800059
30074,  .674786
30078,  .662461
30083, 1.023315
30085, 1.014656
30087, 1.030868
30088,  .975422
30092,  .978672
30093,  .923465
30101,  .898867
30103,  .920520
30105,  .998242
30108,  .859414
30110,  .957787
30111,  .976632
30113,  .785308
30114,  .966245
30117,  .889610
30118,  .929565
30119,  .981894
30121, 1.017293
30122,  .974374
30130,  .917113
30131,  .991670
30132, 1.006670
30136,
30137,  .955190
40001, 1.024270
40004, 1.012114
40007, 1.011174
160064,  .939735
160067,  .949730
160069,  .923447
160079,  .889054
160080,  .995728
160082,  .950147
160083,  .960890
160089,  .949970
160101, 1.003086
160104,  .922658
160110,  .940715
160112,  .876501
160117,  .969317
160122,  .834015
160124,  .930673
160146,  .934370
160147,  .906063
160153,  .997173
170006,  .965901
170009,  .918191
170012, 1.048904
170013,  .998731
170014,  .933522
170016, 1.018286
170017,  .948830
170020,  .947101
170023,  .985563
170027, 1.020744
170039,  .846357
170040, 1.000076
170049,  .997987
170058,  .957285
170068,  .962985
170074,  .877419
170075,  .744467
170086, 1.019540
170094,  .755509
170103,  .924315
170104,  .996253
170105,  .862377
170109,  .911851
170110,  .714475
170120,  .939510
170122, 1.021122
170123, 1.037328
170133,  .910555
170137,  .913095
170142,  .997854
170145,  .928999
170146,  .938632
170150,  .931345
170166,  .614360
170175,  .894986
170176, 1.009343
170182, 1.030187
170183,  .915715
170185,  .978903
170186,  .961174
170187,  .899957
170188,  .923197
170190,  .891065
170191, 1.020909
170194,  .956998
170196,  .944667
170198,  .931093
170199,
170200, 1.002466
170203,  .909117
180001,  .992553
180004,  .960532
180005,  .948321
180009,  .973514
180011,  .917937
180012,  .957323
180016, 1.031336
180017, 1.004111
180018,  .901791
180020,  .871559
180021,  .852321
180024, 1.004974
180027,  .979513
180029,  .940956
180036,  .943419
180038,  .998646
180040,  .981992
180044,  .960081
180045, 1.036079
180048,  .961493
180049,  .975477
180050,  .889284
180053,  .932246
180056, 1.041986
180064,  .969622
180067, 1.053078
180069,  .860189
180078,  .919127
180079, 1.006607
180080,  .960682
180088, 1.023402
180092,  .937417
180093, 1.056120
180101,  .997474
180102,  .975695
180104,  .996100
180105,  .909537
180106,  .987174
180116, 1.051989
180124,  .997462
180128,  .986394
180130,  .972820
180132,  .973937
180139,  .953543
180141, 1.049674
180143,  .950144
190002, 1.022601
190003, 1.150199
190005, 1.000335
190006, 1.008401
190007, 1.126206
190011, 1.058243
190013, 1.022275
190015, 1.131696
190017, 1.078142
190019, 1.042702
190025, 1.220631
190026, 1.053227
190027, 1.037648
190036,  .957998
190039, 1.012296
190041, 1.086391
190044, 1.013912
190045, 1.002893
190050, 1.038403
190053, 1.053983
190054, 1.161837
190060, 1.024469
190064, 1.004485
190065,  .985160
190079,  .962644
190081,  .930994
190086, 1.143555
190088, 1.042570
190090, 1.237653
190098, 1.019568
190099, 1.141102
190102, 1.063648
190106, 1.051959
190111, 1.068153
190114, 1.215115
190116, 1.003109
190118, 1.202118
190125, 1.027110
190128, 1.021190
190133,  .909307
190140, 1.101097
190144, 1.016825
190145,  .966091
190146, 1.000268
190151, 1.006212
190160, 1.052080
190164, 1.071963
190167, 1.089703
190176,  .955811
190177, 1.016729
190183,  .909349
190184, 1.037786
190190,  .815040
190199,
190201,  .943222
190202, 1.036153
190204,  .992636
190205, 1.016762
190208,  .870736
190218, 1.140299
190236, 1.181954
190241,
190242, 1.119805
190245,  .898490
190246, 1.125778
190250,  .972032
450713, 1.040861
190251,
190255,  .867382
190256,
190259, 1.047056
190263,  .929406
190266, 1.038812
190267,
190268,
190270,  .966621
190274,  .975401
190278,  .987498
190297, 1.432340
190298, 1.000873
190303, 1.286419
190308, 1.028561
190312, 1.116832
450610, 1.039188
450617, 1.079655
450634, 1.075392
450638, 1.116830
450639, 1.082431
450643, 1.036935
450644, 1.176472
450651, 1.120402
450653, 1.037293
450654,  .942442
450658, 1.125954
450659, 1.133796
450661, 1.070869
450662, 1.053091
450668, 1.059187
450669, 1.056646
450670, 1.171745
450672, 1.078205
450674,  .933113
450675, 1.088444
450677, 1.091127
450678, 1.143250
450684, 1.049656
450686, 1.043668
450688, 1.102744
450690,  .997321
450694, 1.036647
450697, 1.058474
450698,  .885070
450702,  .999865
450709, 1.151285
450711,  .956695
450716, 1.153939
450718, 1.068001
450723, 1.113529
450730, 1.146769
450742, 1.141032
450743, 1.100712
450746, 1.118537
450747, 1.049109
450749, 1.420720
450754, 1.006787
450755,  .930579
450766,  .996636
450771, 1.116524
450774,  .962275
450775, 1.082758
450779, 1.045704
450780,  .985821
450788, 1.023998
450797,  .839723
450801, 1.085301
450803, 1.045615
450804,  .923451
450808, 1.101698
450809, 1.038745
450820, 1.059050
450822, 1.013553
450825,  .881187
450827, 1.124383
450828, 1.088263
450831,
450833, 1.062076
450834,  .888851
450840, 1.087327
450844, 1.112921
450845,  .890054
450847, 1.038435
450848,  .971840
450851,  .972315
450853, 1.073144
450855, 1.015277
450856, 1.014992
450860,  .952743
450864,  .922503
450865,
450867, 1.022819
450871,  .993735
450872,  .974106
450875,  .916212
450876,  .955949
450877, 1.392377
450883, 1.041700
450885, 1.116842
450889, 1.093598
450890, 1.083460
450891,  .991058
450894, 1.026351
460001, 1.039513
460003, 1.035183
460005, 1.067139
460006,  .913194
